,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,Jrzd-QEY6X-t6CBAKkAXug,somisomi-los-angeles-3,SomiSomi,https://s3-media2.fl.yelpcdn.com/bphoto/ERRu6lnOb4kZb6ZHldRt5w/o.jpg,False,https://www.yelp.com/biz/somisomi-los-angeles-3?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1864,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.062779, 'longitude': -118.309529}",['delivery'],$,"{'address1': '621 Western Ave', 'address2': 'Ste 208-A', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['621 Western Ave', 'Ste 208-A', 'Los Angeles, CA 90005']}",+12135683284,(213) 568-3284,1099.719182176473
11,QKovUc1TmSNtZh0j5ZEagw,leos-tacos-truck-los-angeles,Leo's Tacos Truck,https://s3-media3.fl.yelpcdn.com/bphoto/6ImvNwEuIrBVX653vEITWA/o.jpg,False,https://www.yelp.com/biz/leos-tacos-truck-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2217,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 34.046438, 'longitude': -118.345718}",[],$,"{'address1': '1515 S La Brea Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['1515 S La Brea Ave', 'Los Angeles, CA 90019']}",+13233462001,(323) 346-2001,2804.549874934235
12,H9ZlIqEp930ZRniH6VRp8w,papa-cristos-los-angeles-2,Papa Cristo's,https://s3-media4.fl.yelpcdn.com/bphoto/VWXlrQSqpp8blLHqURMEVw/o.jpg,False,https://www.yelp.com/biz/papa-cristos-los-angeles-2?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2138,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 34.0474029033579, 'longitude': -118.299641746033}","['pickup', 'delivery']",$$,"{'address1': '2771 W Pico Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90006', 'country': 'US', 'state': 'CA', 'display_address': ['2771 W Pico Blvd', 'Los Angeles, CA 90006']}",+13237372970,(323) 737-2970,2549.3662635371106
13,fnieyvmWe2B3bJ19bnxt6g,donut-friend-los-angeles,Donut Friend,https://s3-media1.fl.yelpcdn.com/bphoto/hPdtEPpccOVvNScPCT-Tfw/o.jpg,False,https://www.yelp.com/biz/donut-friend-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2727,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 34.12115, 'longitude': -118.20442}","['pickup', 'delivery']",$,"{'address1': '5107 York Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90065', 'country': 'US', 'state': 'CA', 'display_address': ['5107 York Blvd', 'Los Angeles, CA 90065']}",+12139956191,(213) 995-6191,12649.051910795613
14,eoOJbi94rj9277dG7WIv0A,home-restaurant-los-feliz-los-angeles,Home Restaurant - Los Feliz,https://s3-media1.fl.yelpcdn.com/bphoto/FE8eO445osIR896jJZZiBA/o.jpg,False,https://www.yelp.com/biz/home-restaurant-los-feliz-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,3555,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 34.10296, 'longitude': -118.28719}","['pickup', 'delivery']",$$,"{'address1': '1760 Hillhurst Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1760 Hillhurst Ave', 'Los Angeles, CA 90027']}",+13239908016,(323) 990-8016,5586.891759573554
15,bvpxd7o3RZtz50YLpDsgLA,el-chato-taco-truck-los-angeles-2,El Chato Taco Truck,https://s3-media1.fl.yelpcdn.com/bphoto/XTUJTY17_-AEfTqVmv2n_g/o.jpg,False,https://www.yelp.com/biz/el-chato-taco-truck-los-angeles-2?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1407,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,"{'latitude': 34.0571251, 'longitude': -118.346074}",['delivery'],$,"{'address1': '5300 W Olympic Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['5300 W Olympic Blvd', 'Los Angeles, CA 90019']}",+13232026936,(323) 202-6936,2352.279301883071
16,4yS760klyp_nyQwDcwWQIg,oakobing-los-angeles,Oakobing,https://s3-media2.fl.yelpcdn.com/bphoto/aJLi14JhJwN43SUCjzquBg/o.jpg,False,https://www.yelp.com/biz/oakobing-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1539,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 34.0634651, 'longitude': -118.294319}","['pickup', 'delivery']",$$,"{'address1': '3300 W 6th St', 'address2': 'Unit 2', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3300 W 6th St', 'Unit 2', 'Los Angeles, CA 90020']}",+12133871002,(213) 387-1002,2475.7334616921125
17,kqgPgdIPoW1Gik8bxAGuRg,the-pie-hole-los-angeles-3,The Pie Hole,https://s3-media1.fl.yelpcdn.com/bphoto/bAhrwEJRTJUExBfhFO2vJg/o.jpg,False,https://www.yelp.com/biz/the-pie-hole-los-angeles-3?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,3345,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 34.0453201, 'longitude': -118.2362393}","['pickup', 'delivery']",$,"{'address1': '714 Traction Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['714 Traction Ave', 'Los Angeles, CA 90013']}",+12135370115,(213) 537-0115,8042.508673519842
18,jv3v-cMrEAyeM2Py0apPtQ,sul-and-beans-los-angeles,Sul & Beans,https://s3-media1.fl.yelpcdn.com/bphoto/uP-EKfawZWFrWVaTfYiqug/o.jpg,False,https://www.yelp.com/biz/sul-and-beans-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1637,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]",4.5,"{'latitude': 34.0629013806047, 'longitude': -118.309997512967}",['delivery'],$$,"{'address1': '621 Western Ave', 'address2': 'Suite 208-A', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['621 Western Ave', 'Suite 208-A', 'Los Angeles, CA 90005']}",+12133855510,(213) 385-5510,1058.675413583516
19,fCfkMf27m2PcTWXLTrLM7Q,fratelli-cafe-los-angeles,Fratelli Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/cgngbzmQI6p98orTXN9Djg/o.jpg,False,https://www.yelp.com/biz/fratelli-cafe-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2158,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 34.083342964773145, 'longitude': -118.34637941390439}","['pickup', 'delivery']",$$,"{'address1': '7200 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7200 Melrose Ave', 'Los Angeles, CA 90046']}",+13239382233,(323) 938-2233,3339.551027008666
20,8rVWoDNS6JO-5uXOD3VyXw,cafe-dulce-los-angeles,Cafe Dulce,https://s3-media2.fl.yelpcdn.com/bphoto/t29B_TsXcr7aTkPNR2zesg/o.jpg,False,https://www.yelp.com/biz/cafe-dulce-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2344,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 34.04886, 'longitude': -118.240455}","['pickup', 'delivery']",$,"{'address1': '134 Japanese Village Plz', 'address2': 'Bldg E', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['134 Japanese Village Plz', 'Bldg E', 'Los Angeles, CA 90012']}",+12133469910,(213) 346-9910,7588.42793404506
21,NVPAuPCohrb5BrSJh5TcXA,mashti-malones-ice-cream-los-angeles,Mashti Malone's Ice Cream,https://s3-media3.fl.yelpcdn.com/bphoto/dEyfumy-vsTJ91tXY-Vsig/o.jpg,False,https://www.yelp.com/biz/mashti-malones-ice-cream-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1608,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 34.098765, 'longitude': -118.344954}","['pickup', 'delivery']",$$,"{'address1': '1525 N La Brea Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1525 N La Brea Ave', 'Los Angeles, CA 90028']}",+13238740144,(323) 874-0144,4669.163120785889
22,Hg3YYJFGFW7eLWzWZXdYTA,fugetsu-do-los-angeles,Fugetsu-Do,https://s3-media3.fl.yelpcdn.com/bphoto/YD7VeN44wbYkdKpN3k8baA/o.jpg,False,https://www.yelp.com/biz/fugetsu-do-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1109,"[{'alias': 'candy', 'title': 'Candy Stores'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 34.05027, 'longitude': -118.24022}",[],$$,"{'address1': '315 E 1st St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['315 E 1st St', 'Los Angeles, CA 90012']}",+12136258595,(213) 625-8595,7571.079362147372
23,AUbKbVQAUNI6Vr6LYtOZzA,california-donuts-los-angeles-2,California Donuts,https://s3-media2.fl.yelpcdn.com/bphoto/f4qoSJYs1SFdOU2pYaGMWQ/o.jpg,False,https://www.yelp.com/biz/california-donuts-los-angeles-2?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,3007,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 34.068796, 'longitude': -118.293089}","['pickup', 'delivery']",$$,"{'address1': '3540 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['3540 W 3rd St', 'Los Angeles, CA 90020']}",+12133853318,(213) 385-3318,2723.4477992356265
24,trn_8V-tdgU9iYUziOclzw,salt-and-straw-los-angeles-3,Salt & Straw,https://s3-media2.fl.yelpcdn.com/bphoto/H453TIqOTGopwuJRF-OtqA/o.jpg,False,https://www.yelp.com/biz/salt-and-straw-los-angeles-3?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1192,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"{'latitude': 34.04599, 'longitude': -118.2354719}","['pickup', 'delivery']",$$,"{'address1': '829 E 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['829 E 3rd St', 'Los Angeles, CA 90013']}",+12139887070,(213) 988-7070,8102.301017389832
25,BFnR7RkLsDUoLd9P3z2l9Q,undergrind-cafe-los-angeles,Undergrind Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/YxCBBvg34oHV8vgBrsveMA/o.jpg,False,https://www.yelp.com/biz/undergrind-cafe-los-angeles?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,1177,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 34.03734, 'longitude': -118.38892}","['pickup', 'delivery']",$$,"{'address1': '2713 S Robertson Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['2713 S Robertson Blvd', 'Los Angeles, CA 90034']}",+13107306392,(310) 730-6392,6778.669598972184
26,eXZyAF5Xk1u-d9vnkeNPXg,birdies-los-angeles-3,Birdies,https://s3-media3.fl.yelpcdn.com/bphoto/-Y1mz47gNNmlRBKB-RJLWw/o.jpg,False,https://www.yelp.com/biz/birdies-los-angeles-3?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,2157,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 34.04167, 'longitude': -118.25889}","['pickup', 'delivery']",$$,"{'address1': '314 W Olympic Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90015', 'country': 'US', 'state': 'CA', 'display_address': ['314 W Olympic Blvd', 'Los Angeles, CA 90015']}",+12135365720,(213) 536-5720,6149.563912019671
27,dQqjn9z9Ild_bgFtdPbixg,artelice-patisserie-los-angeles-2,Artelice Patisserie,https://s3-media4.fl.yelpcdn.com/bphoto/24_eNw0sa_TFin7H3MvOpQ/o.jpg,False,https://www.yelp.com/biz/artelice-patisserie-los-angeles-2?adjust_creative=JcTq9EjEtknl5cOkWyCAVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JcTq9EjEtknl5cOkWyCAVg,675,"[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'macarons', 'title': 'Macarons'}]",5.0,"{'latitude': 34.038387, 'longitude': -118.442037}",['delivery'],$$,"{'address1': '11301 W Olympic Blvd', 'address2': 'Ste 123', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90064', 'country': 'US', 'state': 'CA', 'display_address': ['11301 W Olympic Blvd', 'Ste 123', 'Los Angeles, CA 90064']}",+14242938846,(424) 293-8846,11425.474127354615
